Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;A turma se mostrou motivada para estudar a disciplina.;A turma teve facilidade para acompanhar acompanhar as atividades da disciplina;A turma se empenhou em acompanhar as atividades da disciplina.;Você apresentou plano de ensino contendo: ementa, objetivos, metodologias de ensino, critérios de avaliação, conteúdos e bibliografia da disciplina.;Os conteúdos trabalhados na disciplina foram coerentes com os que foram apresentados no plano de ensino.;Você deu retorno sobre todas as avaliações realizadas: correções, discussão dos pontos principais, esclarecimentos sobre os erros cometidos.;Os recursos didáticos, audiovisuais, tecnológicos empregados pelo(a) docente contribuíram para que a aula fosse mais produtiva.;Você cumpriu a carga horária prevista no semestre para a disciplina.;O grau de dificuldade das avaliações foi compatível com as aulas ministradas.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de formação teórica/prática na área. ;A disciplina contribuiu para a aquisição de cultura geral.;Você dispôs de horário de atendimento extra-classe.; As notas de todas as avaliações parciais foram divulgadas no SIGA até 3 (três) dias antes da data da avaliação subsequente, conforme determina o RAG. ;Você manteve um comportamento respeitoso e cortês em relação aos discentes.
2019;3;DOCENTE_TURMA;F71C8C15321764589404652ABF1E6C38;DEPTO DE CIENCIAS ADMINISTRATIVAS;3E385DC067FCA89DCBA2B891EB46A2C0;B;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;161BEA629927D70FD4DECCCF13F9A257;DEPTO DE DIREITO PRIVADO /DIR;8019FA0A73DAC846554B515C06FD1381;M;2;3;3;5;5;5;4;5;5;4;5;4;5;4;5
2019;3;DOCENTE_TURMA;161BEA629927D70FD4DECCCF13F9A257;DEPTO DE DIREITO PRIVADO /DIR;8019FA0A73DAC846554B515C06FD1381;N;3;3;3;5;5;5;4;5;5;4;5;4;5;4;5
2019;3;DOCENTE_TURMA;161BEA629927D70FD4DECCCF13F9A257;DEPTO DE DIREITO PRIVADO /DIR;66AB5E376BA916622B46A9EACECA6F5B;N;4;3;4;5;5;5;4;5;5;4;5;4;5;5;5
2019;3;DOCENTE_TURMA;21406446C5A71ED2AD4004BD11D247BC;DEPTO POLIT ACAO SERVICO SOCIAL /SSO;8CCDD7D4805703DA8CAEDED68A298C59;A;4;4;4;5;5;4;5;5;3;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;21406446C5A71ED2AD4004BD11D247BC;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;9620C496A4EBAFCE5EDB913658434F4B;A;5;4;5;5;5;4;5;5;3;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;21406446C5A71ED2AD4004BD11D247BC;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;30ACA278F6E3B0B335C48D7162BEB7EA;S;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;21406446C5A71ED2AD4004BD11D247BC;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;09C7CCA6372C9A8FD2CF9520449D0160;S;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;D3A73DB9222C14867B1F49EDE00CE417;DEP EDUCAÇÃO FÍSICA - CAMPUS GOVERNADOR VALADARES;203532D8B41182444B5663F89D07BA34;A;5;4;4;5;5;5;5;5;5;5;4;5;5;5;5
2019;3;DOCENTE_TURMA;D3A73DB9222C14867B1F49EDE00CE417;DEP EDUCAÇÃO FÍSICA - CAMPUS GOVERNADOR VALADARES;347BDFE9143A53B257FCE4FDD85AC099;A;4;4;4;5;5;5;5;5;5;5;4;5;5;5;5
2019;3;DOCENTE_TURMA;D3A73DB9222C14867B1F49EDE00CE417;DEP EDUCAÇÃO FÍSICA - CAMPUS GOVERNADOR VALADARES;CCEF15CB463B420BBA574843050DCF30;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;2857942331977C7C64BAB3A7070E0EA8;DEPTO DE SAUDE COLETIVA/MED;70358D0D9D14AFC05DD04FB47EC830C4;J;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;2857942331977C7C64BAB3A7070E0EA8;DEPTO DE SAUDE COLETIVA/MED;66AE1EF88BEE44ED487F0902FCF64815;A;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;6F4AA3D0F4E2DA71E712D203774F03CC;DEP EDUCAÇÃO FÍSICA - CAMPUS GOVERNADOR VALADARES;7735E7DB07C688C23F031A8AD4CB204C;A;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;6F4AA3D0F4E2DA71E712D203774F03CC;DEP EDUCAÇÃO FÍSICA - CAMPUS GOVERNADOR VALADARES;0F3CB3EBC4FAE6F3A41127F20481B152;A;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;6F4AA3D0F4E2DA71E712D203774F03CC;DEP EDUCAÇÃO FÍSICA - CAMPUS GOVERNADOR VALADARES;83D4571ED9FD6E9EBA99A83F62C9E795;A;1;3;1;5;5;5;5;5;5;5;5;5;5;5;3
2019;3;DOCENTE_TURMA;F528C09367498FDC733879D3CCF8C428;DEPTO DE ESTATISTICA /ICE;9E6429E980ADAA77CC691B199BFF5F09;A;4;4;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F528C09367498FDC733879D3CCF8C428;DEPTO DE ESTATISTICA /ICE;496FEFAFD7D8799826B22A8B30AC054C;A;3;3;2;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F528C09367498FDC733879D3CCF8C428;DEPTO DE ESTATISTICA /ICE;70234A18873B89C91007EF87223A2675;E;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;3E835C9402AB39010C7AC1A7757025D6;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;02CC8F01D02BA4B11BE6A5FD317A760F;A;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;3E835C9402AB39010C7AC1A7757025D6;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;CEC6DC8050F7361657372E9F67932B57;A;4;5;5;5;5;4;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;3E835C9402AB39010C7AC1A7757025D6;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;CEC6DC8050F7361657372E9F67932B57;B;4;5;5;5;5;4;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;3E835C9402AB39010C7AC1A7757025D6;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;1D95EB81CE8BCAACB46B5AA35034DDC9;A;4;5;5;5;5;4;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;3E835C9402AB39010C7AC1A7757025D6;DEPTO DE ENGENHARIA DE PRODUÇÃO E MECÂNICA;3C81572C7EF7A12DA1085959E90EE712;A;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;A9DF7C2E0EBE970A72A91CC7AA7D54A0;DEPTO DE HISTORIA /ICH;B830BD9C9450C2D7261B41E3F960D9B1;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;082A83A74131A94CA63C3558DB6BED9C;DEP MEDICINA - CAMPUS GOVERNADOR VALADARES;D43D2175A2F27BE2DC72B1195E27EB23;A;4;4;3;5;5;3;4;5;5;5;4;3;3;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;9CB06B9FFEDFC1E2285A5916FA5B9096;B;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;9CB06B9FFEDFC1E2285A5916FA5B9096;A;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;6975794AF025CFE11CE1D5735264A771;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;7A8D784666F813AD469F2D1F0D8939C4;A;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;6739AE2BFDD08C5AE5ABB2E9252EF42F;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;7EF286BF521F647B8F85A438C7D7C9FD;A;4;4;5;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CDBCA2DA4E4B0482760F447B88631C3;DEPTO DE ARTES /IAD;CDE946CC99B73C918DF9FD975A409799;A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;3A1D843C5FF2EFD40A152071B761D35B;DEPTO DE FILOSOFIA /ICHL;503500E5E653FA8F7012CF15F04F098A;A;5;4;4;5;5;0;4;5;5;5;5;5;3;5;5
2019;3;DOCENTE_TURMA;ABF44DF371A3460831A23021271B26AB;DEPTO DE CIENCIA DA COMPUTACAO /ICE;7E532636360F1AAB9A80AF73743C7B88;F;4;4;3;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;ABF44DF371A3460831A23021271B26AB;DEPTO DE CIENCIA DA COMPUTACAO /ICE;66663EE928BB9C75289FD8A95FA8A8BD;A;4;4;4;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;ABF44DF371A3460831A23021271B26AB;DEPTO DE CIENCIA DA COMPUTACAO /ICE;BACD308FC656FDB25714B4FF7691FFA6;A;4;4;3;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;F1BCEE0A53D19CBCB642BB6A306194E5;DEPARTAMENTO DE EDUCAÇÃO;FD246F76A43D082CB88AC21833A89090;A;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5
2019;3;DOCENTE_TURMA;F1BCEE0A53D19CBCB642BB6A306194E5;DEPARTAMENTO DE EDUCAÇÃO;D4F0F91A9FB1FAD3141F21304D357462;A;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5
2019;3;DOCENTE_TURMA;F1BCEE0A53D19CBCB642BB6A306194E5;DEPARTAMENTO DE EDUCAÇÃO;934105B17403EFE207B944CB9574E239;Z;5;5;5;5;5;5;3;5;3;5;5;5;5;1;5
2019;3;DOCENTE_TURMA;C16743BA4B1B46ADC6F03BEE3C4250D2;DEPTO DE GEOCIENCIAS /ICH;7C569139634B03093384BB6A32567396;A;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;C16743BA4B1B46ADC6F03BEE3C4250D2;DEPTO DE GEOCIENCIAS /ICH;5723A9859317935D8888664955D335A4;A;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;C16743BA4B1B46ADC6F03BEE3C4250D2;DEPTO DE GEOCIENCIAS /ICH;4DA3FD3624AA199DA0AB4EE621020573;A;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;C16743BA4B1B46ADC6F03BEE3C4250D2;DEPTO DE GEOCIENCIAS /ICH;F289545580ABFF9BA5B67C03501FCD81;A;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;87052EA33C0A3F250624A64EA9D0844D;DEPTO DE PROJ., HISTÓRIA E TEORIA DA ARQUIT, E DO URBANISMO;C9E0B723C4FB982B7431FDE7645A146B;A;3;4;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;87052EA33C0A3F250624A64EA9D0844D;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;ABA22F2AB41EAF263B915A0BA411681A;A;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;87052EA33C0A3F250624A64EA9D0844D;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;1146F549D3CBB49DED91F007560CED51;A;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;0FD913996DC728D36E8D9FD6DFD0B483;DEPTO DE CIENCIAS SOCIAIS/ICH;D4A1A076EF36126407CCDD480FFCFC52;A;5;4;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;9DFE32D85133B44ECFD2FC4722E26013;DEP ODONTOLOGIA - CAMPUS GOVERNADOR VALADARES;E6E0AF58E4C393695DF24D0D7FA06720;A;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9DFE32D85133B44ECFD2FC4722E26013;DEP ODONTOLOGIA - CAMPUS GOVERNADOR VALADARES;971DEBF9173CA1581B9B51416298A9F4;A;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;9DFE32D85133B44ECFD2FC4722E26013;DEP ODONTOLOGIA - CAMPUS GOVERNADOR VALADARES;2874750607FD1ECE8725E4911B2851E6;B;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;24FD1F62CC0AD4BBCDC286A21C0C472F;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;34072D8D3082A2FFF3F20C43AA06245A;O;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;24FD1F62CC0AD4BBCDC286A21C0C472F;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;34072D8D3082A2FFF3F20C43AA06245A;EN;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;24FD1F62CC0AD4BBCDC286A21C0C472F;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;BC124E0A23BCEFCF5977AA7FDE78D7EF;E;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;FB8B73AA9E09F4EDA5C68CD4EEBBE65F;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;77AC7DB05F21D972AED48AE10F044794;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;21FF79B720D79DA1C507626E234259C0;DEPARTAMENTO DE EDUCAÇÃO;0C5B85698EA6CDC9D38863B68525E5A6;A;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;21FF79B720D79DA1C507626E234259C0;DEPARTAMENTO DE EDUCAÇÃO;C1816384EC53757E627014A4E63CC59C;A;4;4;5;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;F6BDD9E6B8BC65637CBD23BB4FEF4CB6;DEP ODONTOLOGIA - CAMPUS GOVERNADOR VALADARES;F1742CC7C9EC8D0530FEE2ACD65EF297;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F6BDD9E6B8BC65637CBD23BB4FEF4CB6;DEP ODONTOLOGIA - CAMPUS GOVERNADOR VALADARES;077D0455C73B9A8494D9916C5026736B;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F6BDD9E6B8BC65637CBD23BB4FEF4CB6;DEP ODONTOLOGIA - CAMPUS GOVERNADOR VALADARES;5CD955A74AF7FC4A054E7FFABB9AE12B;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;DB4147DC20C75B842DF944520F8ECE3A;DEPTO DE BOTANICA /ICB;9829D4853F6A4F03DB3580A7CA176EF0;A;4;4;4;5;5;5;5;5;5;5;5;3;4;5;5
2019;3;DOCENTE_TURMA;DB4147DC20C75B842DF944520F8ECE3A;DEPTO DE BOTANICA /ICB;CA07340E193D6295834291F00B44C968;A;4;5;3;5;5;5;5;4;5;5;5;5;4;2;5
2019;3;DOCENTE_TURMA;DB4147DC20C75B842DF944520F8ECE3A;DEPTO DE BOTANICA /ICB;C6E8D2D50806422E9D3DE35FAF0830DD;A;4;5;5;5;4;5;5;4;5;4;5;4;4;2;5
2019;3;DOCENTE_TURMA;DB4147DC20C75B842DF944520F8ECE3A;DEPTO DE BOTANICA /ICB;9BA0C79289A19597B8F615393E03C6BA;A;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5
2019;3;DOCENTE_TURMA;3648B0F967C04F6419D40EFD7B1A825D;DEPTO DE ENFERMAGEM APLICADA /ENF;854A4A04B748CC719B1F41235E2B3EC8;A;2;3;3;5;5;5;5;5;4;5;5;4;4;5;5
2019;3;DOCENTE_TURMA;3648B0F967C04F6419D40EFD7B1A825D;DEPTO DE ENFERMAGEM APLICADA /ENF;FE5765B0D05B5FD7500F40C97BF42611;A;5;5;5;4;5;3;5;5;4;5;5;4;4;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;3648B0F967C04F6419D40EFD7B1A825D;DEPTO DE ENFERMAGEM APLICADA /ENF;0BCBD1DB23F07E8B3718576D4CFCCA03;A;3;4;4;4;5;4;5;5;3;5;5;4;4;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;8DC4A18BAF538D7B80486AE19301B3FC;DEPTO DE DIREITO PRIVADO /DIR;7D177195DDE2BD7F6CD5A523D8FD63FB;M;5;5;5;5;5;5;3;5;5;4;5;3;5;5;5
2019;3;DOCENTE_TURMA;8DC4A18BAF538D7B80486AE19301B3FC;DEPTO DE DIREITO PRIVADO /DIR;7D177195DDE2BD7F6CD5A523D8FD63FB;N;4;5;4;5;5;5;3;5;5;4;5;3;5;5;5
2019;3;DOCENTE_TURMA;364B54A33FEF56D4C800C3FEFD9E54EC;DEPTO ENF MAT INFANTIL SAUDE PUBLIC /ENF;DC930CC486697209FC1580675D08588D;A;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;364B54A33FEF56D4C800C3FEFD9E54EC;DEPTO ENF MAT INFANTIL SAUDE PUBLIC /ENF;B3F1B08839489D2CF84B089E637BF074;A;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;1188D56B5D602779EFCFF571EE843D3B;DEPTO ENF MAT INFANTIL SAUDE PUBLIC /ENF;422BF014600C944098C2BC81AF0ED49F;A;4;4;3;5;5;5;5;5;4;5;5;5;4;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;8B85BB0347B66DC4DFE504373D19B395;DEPTO DE HISTORIA /ICH;5E74ACF2E75DB9788D0945FED9BEF386;A;3;3;3;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;8B85BB0347B66DC4DFE504373D19B395;DEPTO DE HISTORIA /ICH;06DC900F4B5847A5F2E445C7AAD59DF5;A;4;4;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;8B85BB0347B66DC4DFE504373D19B395;DEPTO DE HISTORIA /ICH;9FA7FB52EA21B9026AA117FC65A749F9;A;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;F;3;2;3;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;F021EA2840FC48E62410EFF74367F23A;A;3;2;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;2409FDCFE4E2526CCE502003C77C9437;DEPTO DE FISICA /ICE;F021EA2840FC48E62410EFF74367F23A;F;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;DC82DC478CA1203E71909BDCB77C63E1;DEPTO DE QUIMICA /ICE;2351E7DA2CBBEB72156578DC87FB28BA;A;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;DC82DC478CA1203E71909BDCB77C63E1;DEPTO DE QUIMICA /ICE;4CD55FEF055F4A76A8C34E1D745A0D4F;E;3;2;3;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;DC82DC478CA1203E71909BDCB77C63E1;DEPTO DE QUIMICA /ICE;86F78B72F72C1EEFEE1F433D5240E946;C;4;5;3;5;5;4;5;5;5;2;3;4;5;5;5
2019;3;DOCENTE_TURMA;DC82DC478CA1203E71909BDCB77C63E1;DEPTO DE QUIMICA /ICE;86F78B72F72C1EEFEE1F433D5240E946;J;3;5;3;5;5;4;5;5;5;2;3;4;5;5;5
2019;3;DOCENTE_TURMA;DC82DC478CA1203E71909BDCB77C63E1;DEPTO DE QUIMICA /ICE;86F78B72F72C1EEFEE1F433D5240E946;K;4;5;3;5;5;4;5;5;5;2;3;4;5;5;5
2019;3;DOCENTE_TURMA;24C0695B9BDC888885AEF60102299424;DEPTO DE ARTES /IAD;76ECA86C639DDE472B7D9C5B9D900C51;A;2;2;2;5;5;5;4;5;5;4;4;3;5;5;5
2019;3;DOCENTE_TURMA;24C0695B9BDC888885AEF60102299424;DEPTO DE ARTES /IAD;7FC68BC63F2A168147214DB1E1A4DDB1;C;4;4;4;5;5;5;4;5;5;5;4;3;5;5;5
2019;3;DOCENTE_TURMA;B1D04F361A330159644A45F98579C69A;DEPTO CIENCIAS FARMACEUTICAS;F2303E5E50748F6BDC378D3165748795;A;2;3;2;0;5;4;4;5;5;5;5;4;4;5;5
2019;3;DOCENTE_TURMA;B1D04F361A330159644A45F98579C69A;DEPTO CIENCIAS FARMACEUTICAS;315B281489317A13C92FA3EFB11DDEF0;A;4;2;4;5;5;5;5;5;5;4;4;4;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;879747448F109D9EB5BB95C3007E9C55;DEPTO DE ENFERMAGEM BASICA /ENF;5EE01C6AC45EEA3E01929E387D803C1E;A;4;4;4;5;5;3;4;5;5;4;4;2;5;5;5
2019;3;DOCENTE_TURMA;2C63F4BFCC487F5D97FFE4277C0EA7A4;DEP Farmacia - Campus Governador Valadares;1CEC41FEEC10647414DD6B62AF6604BB;A;1;3;1;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;2C63F4BFCC487F5D97FFE4277C0EA7A4;DEP Farmacia - Campus Governador Valadares;C8D92389DE88BB187F53074C1D8ECFE4;A;3;3;3;5;5;4;5;5;4;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;2C63F4BFCC487F5D97FFE4277C0EA7A4;DEP Farmacia - Campus Governador Valadares;1392B7CE7309686D4F5E720BBA0EF879;A;4;4;4;5;5;4;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;2C63F4BFCC487F5D97FFE4277C0EA7A4;DEP Farmacia - Campus Governador Valadares;2857AC3972763D1A7BE9B7C222BC4EEC;A;2;3;2;5;5;4;5;5;5;5;5;5;5;3;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;2C63F4BFCC487F5D97FFE4277C0EA7A4;DEP Farmacia - Campus Governador Valadares;71A7099FCAE399AA5AD7EFA9305C14FD;A;1;4;2;5;5;4;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;9C983A6B20993259C94C605F26F7005A;DEP Administração - Campus Governador Valadares;0859E89580699E1730C1B8614ADB82B6;A;4;3;3;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;9C983A6B20993259C94C605F26F7005A;DEP Administração - Campus Governador Valadares;24BE8ABAB04D4C7D45F2C3F841A5F623;A;4;3;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;4B2DC5C7C760FADFBD10E36545364F47;DEPTO DE PATOLOGIA /MED;4B5C53C21E14F4507A165DD1F020248C;A;4;2;2;5;4;3;4;5;4;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;4B2DC5C7C760FADFBD10E36545364F47;DEPTO DE PATOLOGIA /MED;CF04FEA44CA56CD21F85B939555C29D3;A;4;4;3;5;4;3;5;5;4;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;FDEF195F34D47F5F1D31AA5701CA9B83;DEP MEDICINA - CAMPUS GOVERNADOR VALADARES;3B3B34293598A21015B8F2D43BB5A012;A;4;5;4;5;5;5;5;5;5;5;5;0;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;ED8F3A0C2EDFF3E33352CD34995909EC;DEPTO DE ZOOLOGIA /ICB;5062B08E85477A453D0F42529EEED353;A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;ED8F3A0C2EDFF3E33352CD34995909EC;DEPTO DE ZOOLOGIA /ICB;727793F6D265E9E49AB7BED3B58907FB;S;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;ED8F3A0C2EDFF3E33352CD34995909EC;DEPTO DE ZOOLOGIA /ICB;D9DAC0E51645BE25896F4EEB056F10B7;A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;ED8F3A0C2EDFF3E33352CD34995909EC;DEPTO DE ZOOLOGIA /ICB;1048B122D60F205693CC752D52023870;A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
